investor_id,performance,date
629,-0.4994,2022-08-26
344,0.9404,2022-08-29
150,0.9184,2022-08-09
630,0.711,2022-08-29
516,1.022,2022-08-06
670,0.6748,2022-08-03
534,0.6906,2022-08-11
201,-0.2042,2022-08-30
667,1.4768,2022-09-01
176,-0.4291,2022-08-12
903,1.1885,2022-08-10
587,0.8888,2022-08-31
930,0.2997,2022-08-17
436,0.4852,2022-08-07
499,0.5659,2022-08-28
869,1.112,2022-08-12
952,1.3136,2022-08-05
231,1.2101,2022-08-20
981,0.9644,2022-08-16
963,0.4711,2022-08-01
699,0.6536,2022-08-10
159,1.3289,2022-08-20
424,0.3338,2022-08-26
420,0.7487,2022-08-30
425,0.3249,2022-09-01
452,0.0108,2022-08-21
953,1.2055,2022-08-11
828,-0.2798,2022-08-07
493,-0.3831,2022-08-13
557,0.1551,2022-08-31
998,0.3735,2022-08-08
859,0.8326,2022-08-18
824,-0.1651,2022-08-15
984,0.5986,2022-08-04
715,-0.3441,2022-08-18
232,1.1012,2022-08-05
477,-0.3793,2022-08-20
672,1.2317,2022-08-22
862,0.2927,2022-08-26
364,0.318,2022-08-18
181,1.0096,2022-08-30
625,1.4238,2022-08-23
377,0.4468,2022-08-17
826,-0.1057,2022-08-04
419,1.2693,2022-08-14
643,-0.0654,2022-08-06
287,0.4219,2022-08-20
979,0.7888,2022-08-04
278,0.7998,2022-08-04
499,0.9919,2022-08-04
747,-0.4353,2022-08-27
105,1.4689,2022-08-08
454,0.0238,2022-08-25
274,1.2419,2022-08-06
160,0.2465,2022-08-17
632,-0.3666,2022-08-30
315,0.6336,2022-08-03
507,1.4178,2022-08-07
387,-0.2236,2022-08-02
409,0.2899,2022-08-20
239,1.2872,2022-08-26
187,1.271,2022-08-09
695,-0.0203,2022-08-29
136,0.7485,2022-08-17
540,0.6151,2022-08-04
513,-0.482,2022-08-24
197,1.3627,2022-08-24
264,-0.0531,2022-08-02
808,1.0218,2022-08-02
194,1.1465,2022-08-21
390,0.5387,2022-08-04
510,0.3179,2022-08-27
677,1.371,2022-08-16
429,-0.4146,2022-08-16
187,0.5585,2022-08-03
436,1.1643,2022-08-04
619,1.3594,2022-08-18
523,0.8241,2022-08-23
813,1.0488,2022-08-12
143,1.2532,2022-08-13
863,1.3079,2022-08-20
750,0.7673,2022-08-18
147,1.3944,2022-08-07
299,-0.2559,2022-08-05
155,1.3902,2022-08-18
416,0.241,2022-08-26
107,1.1998,2022-08-02
853,0.9488,2022-08-13
217,1.144,2022-08-30
761,-0.0633,2022-08-11
686,0.7902,2022-08-31
235,-0.4998,2022-08-13
879,0.911,2022-08-31
605,-0.1054,2022-08-07
861,0.1726,2022-08-10
945,1.3455,2022-08-09
795,-0.4915,2022-08-26
897,-0.3476,2022-08-18
193,0.1296,2022-08-21
744,0.082,2022-08-30
802,0.3791,2022-08-10
911,0.4538,2022-08-05
570,0.4618,2022-08-02
788,0.903,2022-08-22
733,0.983,2022-08-05
189,-0.3935,2022-08-30
445,-0.1712,2022-08-05
515,1.3553,2022-08-30
675,0.0302,2022-08-06
344,0.0428,2022-08-29
221,-0.1867,2022-08-23
850,1.1024,2022-08-28
663,1.3386,2022-08-02
308,0.7233,2022-08-21
279,1.0483,2022-08-18
507,0.7992,2022-08-16
976,0.9549,2022-08-14
1000,1.1105,2022-08-24
288,1.2793,2022-08-26
434,0.7687,2022-08-09
670,1.2411,2022-08-26
830,-0.1453,2022-08-11
931,1.2866,2022-08-25
145,-0.0782,2022-08-31
821,0.44,2022-08-10
649,-0.165,2022-08-16
113,0.1341,2022-08-03
771,0.5394,2022-08-25
654,1.1888,2022-08-12
896,0.8135,2022-08-03
974,0.6406,2022-08-24
588,0.429,2022-08-25
144,1.389,2022-08-26
535,-0.245,2022-08-29
372,0.1806,2022-08-28
945,0.0191,2022-08-25
359,-0.2391,2022-08-09
120,0.1319,2022-08-01
931,-0.3272,2022-08-12
741,0.4357,2022-08-04
136,0.9326,2022-08-05
918,0.7096,2022-08-30
534,-0.2996,2022-08-16
843,0.8591,2022-08-08
531,-0.1172,2022-08-25
183,0.3768,2022-08-02
396,0.435,2022-08-13
958,-0.2637,2022-08-15
403,0.3936,2022-08-05
849,1.1775,2022-08-09
977,1.1752,2022-08-01
573,0.0907,2022-08-02
985,0.8234,2022-08-29
832,-0.3939,2022-08-17
271,0.2689,2022-08-26
188,-0.3768,2022-08-29
853,0.8102,2022-08-09
950,-0.3494,2022-08-03
780,0.3869,2022-08-24
195,0.672,2022-08-03
453,0.1588,2022-08-21
210,0.237,2022-08-15
345,-0.384,2022-08-28
995,0.8049,2022-08-21
577,-0.0774,2022-08-12
529,0.8142,2022-08-17
656,-0.1117,2022-08-04
199,0.3208,2022-08-18
713,0.3235,2022-08-14
488,-0.3634,2022-08-04
495,0.4404,2022-08-06
589,-0.3752,2022-08-28
649,0.6406,2022-08-13
396,0.4051,2022-08-17
372,0.2791,2022-08-11
224,0.6585,2022-08-23
113,1.2271,2022-08-01
832,0.175,2022-08-01
143,1.2396,2022-08-20
423,-0.2945,2022-08-09
974,-0.062,2022-08-29
565,-0.2303,2022-08-26
614,0.0241,2022-08-26
598,-0.4387,2022-08-08
133,0.0693,2022-08-14
903,0.9931,2022-08-25
460,1.1778,2022-08-23
317,-0.0316,2022-08-05
561,-0.2563,2022-08-07
903,-0.1421,2022-08-01
603,0.2804,2022-08-13
680,1.4958,2022-08-04
497,1.2641,2022-08-07
503,0.9034,2022-08-02
524,0.5477,2022-08-31
974,0.3507,2022-08-16
324,0.3308,2022-08-26
586,-0.0459,2022-08-10
343,0.2449,2022-08-19
601,0.8474,2022-08-15
635,0.2384,2022-08-26
530,-0.1715,2022-08-30
424,0.5096,2022-08-06
675,1.3145,2022-08-12
843,0.4142,2022-08-02
644,0.4244,2022-08-17
646,0.5057,2022-08-21
752,-0.3273,2022-08-03
162,0.8393,2022-08-30
623,0.8629,2022-08-30
413,0.4626,2022-08-09
437,0.2438,2022-08-07
347,-0.4626,2022-08-28
801,-0.3537,2022-08-24
973,0.0793,2022-08-08
953,1.1972,2022-08-09
543,-0.3965,2022-08-08
775,0.1395,2022-08-02
950,-0.0399,2022-08-17
824,0.0472,2022-08-23
496,-0.1448,2022-08-26
768,0.1627,2022-08-28
599,-0.2393,2022-08-15
169,-0.4213,2022-08-23
744,0.856,2022-08-29
464,1.4176,2022-08-11
632,1.375,2022-08-05
864,0.125,2022-08-18
577,1.3966,2022-08-04
785,-0.0366,2022-08-10
163,0.0398,2022-08-25
743,0.7052,2022-08-20
457,0.7139,2022-08-14
386,1.3584,2022-08-04
699,0.2063,2022-08-07
906,-0.4525,2022-08-10
204,1.2478,2022-08-30
380,-0.3932,2022-08-27
311,0.3107,2022-08-01
318,1.0391,2022-08-12
443,0.4557,2022-08-23
555,1.4214,2022-08-26
371,0.9753,2022-08-09
476,0.4633,2022-08-09
957,0.2127,2022-08-15
800,0.4176,2022-08-21
102,-0.1778,2022-08-24
669,0.1316,2022-08-01
290,0.0084,2022-08-01
111,0.4742,2022-08-31
172,0.5831,2022-08-16
808,-0.2243,2022-08-14
443,1.3535,2022-08-03
274,0.7604,2022-08-19
812,-0.0718,2022-08-03
592,-0.4633,2022-08-27
491,-0.1245,2022-08-01
596,0.6065,2022-08-22
344,0.6924,2022-08-24
371,0.6263,2022-08-27
144,1.1993,2022-08-25
758,-0.0229,2022-08-27
993,0.4385,2022-08-08
361,-0.2437,2022-08-19
379,0.2912,2022-08-06
398,1.442,2022-08-27
221,0.7441,2022-08-05
594,0.9722,2022-08-24
197,0.8732,2022-08-14
256,1.1179,2022-08-08
920,1.4059,2022-08-19
820,0.7822,2022-08-02
548,-0.0119,2022-08-16
650,0.6476,2022-08-15
260,-0.4035,2022-08-13
855,-0.0829,2022-08-17
691,1.0868,2022-08-09
511,0.0384,2022-08-14
982,1.3581,2022-08-26
481,0.9523,2022-08-14
967,0.148,2022-08-28
244,1.3564,2022-08-29
908,-0.4389,2022-08-16
451,1.364,2022-08-22
580,0.5892,2022-08-28
238,1.2647,2022-08-12
921,0.7665,2022-08-09
695,0.0579,2022-08-09
664,1.3696,2022-08-29
270,-0.4241,2022-08-11
970,0.417,2022-08-20
608,1.2884,2022-08-21
296,1.4746,2022-08-22
837,0.5512,2022-08-11
712,-0.4513,2022-08-22
438,-0.0334,2022-08-21
156,0.0859,2022-08-17
658,1.0657,2022-08-12
747,0.9139,2022-08-01
514,1.399,2022-08-11
911,-0.0848,2022-08-19
548,0.4162,2022-08-24
673,1.4815,2022-08-06
274,1.4694,2022-08-29
141,1.1048,2022-08-11
883,0.8376,2022-08-22
188,-0.1563,2022-08-11
421,0.6134,2022-08-19
430,-0.3961,2022-08-04
777,-0.4361,2022-08-30
382,0.6013,2022-08-09
430,0.9404,2022-08-08
203,1.3627,2022-08-07
546,1.1469,2022-08-20
805,-0.3702,2022-08-27
646,0.7612,2022-08-12
170,0.7452,2022-08-03
507,0.119,2022-08-27
303,0.573,2022-08-01
290,0.7167,2022-08-08
604,0.3313,2022-08-05
832,0.6081,2022-08-27
839,-0.3237,2022-08-08
292,0.2918,2022-08-13
262,-0.1239,2022-08-18
647,0.0295,2022-08-19
574,1.4755,2022-08-25
710,0.8862,2022-08-02
861,1.2496,2022-08-04
389,-0.1331,2022-08-22
679,0.4614,2022-08-26
978,-0.1662,2022-08-13
425,0.9875,2022-08-14
400,0.7233,2022-08-05
667,-0.0279,2022-08-30
638,-0.1411,2022-08-02
285,-0.4888,2022-08-04
755,0.8986,2022-08-25
427,0.9603,2022-08-23
531,1.4144,2022-08-03
814,-0.1309,2022-08-13
694,0.8331,2022-08-25
664,0.5701,2022-08-19
973,0.4892,2022-08-22
847,0.2787,2022-08-13
937,0.9209,2022-08-22
898,-0.4733,2022-08-22
779,-0.4392,2022-08-30
203,0.5197,2022-08-30
236,-0.1,2022-08-11
534,0.1629,2022-08-06
555,0.6086,2022-08-04
453,0.4115,2022-08-02
456,1.0465,2022-08-23
122,0.454,2022-08-14
465,0.5364,2022-08-10
698,1.3084,2022-08-15
105,1.2515,2022-08-17
978,-0.2997,2022-08-11
657,0.5906,2022-08-22
688,0.6462,2022-08-31
960,0.0893,2022-08-26
140,0.8889,2022-08-06
715,1.0538,2022-08-03
882,1.2957,2022-08-30
561,-0.2688,2022-08-24
875,-0.1664,2022-08-06
586,0.8019,2022-08-01
282,1.4388,2022-08-09
709,-0.2642,2022-08-12
920,1.3934,2022-08-12
120,1.0608,2022-08-31
204,0.5672,2022-08-22
515,1.2214,2022-08-28
853,-0.4405,2022-08-14
476,0.5532,2022-08-03
557,0.855,2022-08-14
769,-0.3082,2022-08-27
954,0.0628,2022-08-02
375,0.152,2022-08-25
165,1.0402,2022-08-29
425,0.8372,2022-08-31
734,0.7058,2022-08-03
731,0.6805,2022-08-23
884,-0.0935,2022-08-10
271,1.2895,2022-08-25
320,0.1962,2022-08-16
316,0.9729,2022-08-21
926,0.7367,2022-08-27
234,0.4672,2022-08-29
619,0.2809,2022-08-09
365,0.8544,2022-08-16
611,0.0403,2022-08-19
434,1.1127,2022-08-14
212,0.4928,2022-08-25
208,0.1532,2022-08-29
552,0.4789,2022-08-12
340,0.9403,2022-08-17
478,0.3821,2022-08-06
856,0.1215,2022-08-03
250,0.9048,2022-08-21
326,0.6194,2022-08-17
374,-0.1812,2022-08-15
316,0.4536,2022-08-31
135,-0.2803,2022-08-27
155,-0.0076,2022-08-17
340,1.1627,2022-08-19
584,1.2352,2022-08-01
277,0.0687,2022-08-02
807,0.2011,2022-08-03
223,-0.215,2022-08-30
829,-0.4185,2022-08-24
634,0.6483,2022-08-26
651,1.401,2022-08-08
573,0.1542,2022-08-22
292,1.4887,2022-08-11
590,0.583,2022-08-03
345,1.1993,2022-08-21
747,1.3934,2022-08-06
492,1.4936,2022-08-25
449,1.103,2022-08-09
760,0.8947,2022-08-06
617,1.4721,2022-08-25
652,0.9009,2022-08-05
747,0.0855,2022-08-22
412,-0.2973,2022-08-02
524,-0.1652,2022-08-04
266,-0.272,2022-08-23
146,0.199,2022-08-09
708,0.2685,2022-08-25
975,-0.2049,2022-08-22
581,0.5227,2022-08-21
205,0.3667,2022-08-26
579,0.5266,2022-08-19
561,1.1199,2022-08-15
701,1.0055,2022-08-26
786,-0.1638,2022-08-26
233,0.7674,2022-08-22
675,1.347,2022-08-23
541,-0.4037,2022-08-29
186,1.1924,2022-08-09
460,0.6008,2022-08-11
387,0.093,2022-08-11
450,0.6045,2022-08-14
571,0.596,2022-08-28
330,0.8025,2022-08-20
364,0.7847,2022-08-07
762,1.4691,2022-08-30
621,1.4004,2022-08-05
747,0.5417,2022-08-10
780,0.2872,2022-08-15
920,-0.1538,2022-08-29
826,0.875,2022-08-20
665,1.2618,2022-08-17
699,-0.3382,2022-08-11
182,0.4921,2022-08-21
522,1.331,2022-08-03
256,1.214,2022-08-14
933,0.6697,2022-08-24
618,0.938,2022-08-09
969,-0.2569,2022-08-06
919,-0.2707,2022-08-23
804,0.8922,2022-08-20
509,1.0681,2022-08-21
800,0.8085,2022-08-26
886,0.5629,2022-08-10
259,1.3693,2022-08-04
262,1.1105,2022-08-12
204,0.3603,2022-08-26
588,0.5796,2022-08-14
177,-0.0404,2022-08-18
784,0.0877,2022-08-23
655,1.3469,2022-08-31
748,1.1063,2022-08-19
574,0.7205,2022-08-05
930,0.7194,2022-08-10
263,0.5307,2022-08-13
721,-0.1701,2022-08-13
291,-0.0796,2022-08-30
897,-0.1799,2022-08-08
737,0.5608,2022-08-01
817,0.571,2022-08-29
109,0.0341,2022-08-11
715,0.4964,2022-08-30
604,0.3268,2022-08-12
220,0.0614,2022-08-23
272,-0.3524,2022-08-01
408,0.0404,2022-08-13
673,1.3439,2022-08-24
606,0.748,2022-08-22
992,0.8761,2022-08-23
146,1.3211,2022-08-20
463,0.5889,2022-08-23
855,-0.372,2022-08-19
322,1.4979,2022-08-24
475,0.5407,2022-08-01
547,1.003,2022-08-06
743,1.4907,2022-08-17
482,-0.0486,2022-08-06
415,-0.399,2022-08-19
408,0.7791,2022-08-21
588,0.0582,2022-08-11
263,-0.3195,2022-08-11
630,-0.4139,2022-08-03
434,0.172,2022-08-20
726,-0.4246,2022-08-10
226,1.0794,2022-08-24
770,1.0837,2022-08-22
777,1.133,2022-08-13
119,0.3277,2022-08-10
843,1.0677,2022-08-06
866,1.4233,2022-08-28
149,-0.4549,2022-08-03
546,0.6077,2022-08-08
998,0.1556,2022-08-30
522,1.3309,2022-08-10
626,0.848,2022-08-18
537,0.738,2022-08-22
665,0.232,2022-08-02
546,-0.0425,2022-08-05
645,1.2461,2022-08-28
848,0.8166,2022-08-20
871,0.8534,2022-08-19
354,1.1988,2022-08-27
343,0.9645,2022-08-20
353,1.0288,2022-08-18
526,-0.2295,2022-08-06
989,-0.4751,2022-08-17
339,1.0487,2022-08-09
857,0.6716,2022-08-25
843,1.4877,2022-08-25
827,0.3733,2022-08-03
445,1.1371,2022-08-29
372,0.5273,2022-08-25
766,0.1323,2022-08-22
223,0.3759,2022-08-23
368,-0.3497,2022-08-30
354,-0.3957,2022-08-09
233,1.0632,2022-08-15
601,1.4001,2022-08-23
864,0.383,2022-08-17
897,0.9389,2022-08-18
175,-0.4159,2022-08-04
678,0.1105,2022-08-23
836,-0.3495,2022-08-19
615,0.8733,2022-08-21
332,-0.2122,2022-08-22
873,-0.1736,2022-08-14
319,0.6075,2022-08-26
452,-0.2902,2022-08-07
234,0.9494,2022-08-12
750,-0.4505,2022-08-24
367,1.0797,2022-09-01
933,1.1462,2022-08-21
382,0.0729,2022-08-15
408,-0.2605,2022-08-27
153,-0.0948,2022-08-24
666,0.9148,2022-08-01
988,0.1038,2022-08-02
100,0.3244,2022-08-25
718,-0.3354,2022-08-17
520,-0.0738,2022-08-17
332,0.8712,2022-08-13
359,1.4885,2022-08-07
337,0.1198,2022-08-17
759,0.4863,2022-08-27
832,-0.0973,2022-08-11
720,-0.4646,2022-08-09
947,0.6384,2022-08-02
926,0.1933,2022-08-24
344,1.3598,2022-08-03
952,0.3436,2022-08-16
384,-0.107,2022-08-21
811,0.6966,2022-08-15
139,0.6034,2022-08-13
317,1.4588,2022-08-22
246,1.1198,2022-08-18
905,1.426,2022-08-02
699,0.7169,2022-08-20
608,0.9035,2022-08-13
628,-0.2394,2022-08-03
875,0.9636,2022-08-15
904,0.7824,2022-08-24
575,-0.4379,2022-08-11
486,0.9308,2022-08-24
493,0.4246,2022-08-28
960,-0.3612,2022-08-31
350,-0.438,2022-08-07
524,0.362,2022-08-01
813,0.4484,2022-08-09
483,1.3881,2022-08-03
828,1.2913,2022-08-14
391,0.267,2022-08-05
672,1.0896,2022-08-01
910,0.4118,2022-08-21
220,0.3666,2022-08-04
533,1.0533,2022-08-18
955,-0.2906,2022-08-22
713,0.1641,2022-08-25
811,0.7153,2022-08-29
655,0.9586,2022-08-20
630,1.0623,2022-08-25
381,1.3011,2022-08-27
891,0.747,2022-08-30
136,0.0714,2022-08-30
283,-0.0846,2022-08-16
955,0.3147,2022-08-27
570,0.4989,2022-08-13
453,1.487,2022-08-13
899,0.1471,2022-08-30
720,0.2293,2022-08-05
655,1.2442,2022-08-21
925,1.0884,2022-08-20
766,1.2277,2022-08-08
916,0.0068,2022-08-11
273,0.2298,2022-08-05
584,0.7686,2022-08-18
881,1.1528,2022-08-27
435,0.3688,2022-08-19
556,-0.1744,2022-08-14
420,0.0787,2022-08-19
229,-0.1505,2022-08-25
965,0.1588,2022-08-15
553,1.1007,2022-08-09
735,-0.4668,2022-08-14
1000,0.8399,2022-08-11
443,0.7872,2022-08-20
805,-0.3665,2022-08-26
775,0.0216,2022-08-05
448,-0.2701,2022-08-31
469,0.1235,2022-08-31
476,0.5035,2022-08-17
735,0.5013,2022-08-26
926,0.7023,2022-08-30
940,0.3809,2022-08-27
389,0.2371,2022-08-02
933,0.068,2022-08-11
874,0.4084,2022-08-05
548,1.2636,2022-08-15
888,1.3427,2022-08-06
984,1.1371,2022-08-31
870,-0.0412,2022-08-17
629,1.1341,2022-08-21
419,1.2954,2022-08-10
895,-0.4933,2022-08-26
672,-0.1921,2022-08-12
549,0.9955,2022-08-14
267,0.3412,2022-08-06
711,0.1517,2022-08-15
709,0.8729,2022-08-20
512,-0.2911,2022-08-12
139,1.1139,2022-08-17
432,0.072,2022-08-14
690,-0.1229,2022-08-20
397,0.1459,2022-08-12
703,1.1071,2022-08-14
486,-0.3078,2022-08-28
374,0.635,2022-08-23
270,0.9908,2022-08-26
610,0.4275,2022-08-11
890,0.0106,2022-08-03
825,0.3768,2022-08-04
425,-0.0539,2022-08-12
644,0.4974,2022-08-30
429,1.2041,2022-08-19
181,0.4808,2022-08-17
386,0.4409,2022-08-19
380,1.1667,2022-08-17
113,0.1034,2022-08-22
253,0.1165,2022-08-20
828,1.005,2022-08-18
939,0.1347,2022-08-07
506,1.2762,2022-08-07
107,0.0846,2022-08-21
392,1.3798,2022-08-29
837,-0.451,2022-08-09
200,1.2974,2022-08-05
534,0.8258,2022-08-07
293,1.4452,2022-08-18
175,0.4894,2022-08-23
276,1.3684,2022-08-04
358,1.1565,2022-08-31
627,1.4949,2022-08-14
851,0.1733,2022-08-30
195,0.7428,2022-08-21
682,0.5833,2022-08-04
520,1.4054,2022-08-14
392,-0.328,2022-08-19
895,1.1124,2022-08-15
641,0.9096,2022-08-01
602,1.0205,2022-08-29
109,1.4451,2022-08-14
197,0.0854,2022-08-17
523,0.5737,2022-08-02
857,1.1022,2022-08-06
966,0.1734,2022-08-22
492,1.3712,2022-08-16
546,-0.293,2022-08-21
504,0.9919,2022-08-24
973,0.694,2022-08-23
358,1.253,2022-08-20
491,0.625,2022-08-12
701,0.2586,2022-08-09
104,0.8825,2022-08-22
358,0.1259,2022-08-27
274,1.0137,2022-08-17
886,0.6891,2022-08-19
246,0.2704,2022-08-03
113,-0.33,2022-08-26
989,1.0124,2022-08-01
975,0.6445,2022-08-27
396,0.0724,2022-08-05
116,0.3325,2022-08-06
504,1.0901,2022-08-25
129,0.9448,2022-08-17
150,0.5381,2022-08-21
435,0.9264,2022-08-26
746,0.36,2022-08-13
439,0.6436,2022-08-11
841,0.9728,2022-08-06
868,1.3672,2022-08-25
900,0.5081,2022-08-14
967,0.2021,2022-08-20
653,1.1051,2022-08-07
246,0.6102,2022-08-24
324,0.8007,2022-08-07
393,1.2004,2022-08-01
188,-0.3777,2022-08-21
637,0.4672,2022-08-26
613,-0.1613,2022-08-28
936,0.9512,2022-08-22
723,1.3423,2022-08-25
944,0.6953,2022-08-08
993,-0.3948,2022-08-31
177,-0.0706,2022-08-06
874,0.3724,2022-08-06
222,0.6618,2022-08-04
537,0.9552,2022-08-04
315,-0.0643,2022-08-06
532,1.3463,2022-08-06
956,-0.1875,2022-08-22
410,0.518,2022-08-24
695,0.671,2022-08-14
897,0.46,2022-08-01
563,0.6819,2022-08-12
191,0.9158,2022-08-28
545,-0.456,2022-08-23
707,-0.363,2022-08-08
438,0.4955,2022-08-13
654,-0.4404,2022-09-01
467,1.3627,2022-08-13
649,1.0787,2022-08-23
454,-0.0851,2022-08-07
629,0.2353,2022-08-28
104,0.2738,2022-08-17
880,0.3935,2022-08-17
563,0.239,2022-08-23
939,-0.0786,2022-08-19
294,0.3786,2022-08-15
535,-0.4957,2022-08-09
769,0.6296,2022-08-09
333,-0.2779,2022-08-31
547,0.7761,2022-08-25
813,-0.1493,2022-08-26
327,0.0617,2022-08-25
593,-0.1283,2022-08-20
676,0.9405,2022-08-06
741,0.2847,2022-08-25
341,-0.2566,2022-08-21
706,-0.1651,2022-08-09
876,0.8458,2022-08-07
305,0.1734,2022-08-27
595,0.5562,2022-08-15
384,0.1666,2022-08-15
753,0.5228,2022-08-03
970,1.1097,2022-08-23
963,-0.4085,2022-08-11
667,-0.2975,2022-08-28
798,1.3779,2022-08-30
260,-0.2887,2022-08-21
568,0.4656,2022-08-07
839,0.6522,2022-08-24
445,0.2228,2022-08-23
175,0.5738,2022-08-22
285,-0.304,2022-08-25
595,-0.0731,2022-08-03
445,0.5279,2022-08-03
164,0.9108,2022-08-20
231,0.1629,2022-08-05
600,0.3774,2022-08-19
199,-0.2945,2022-08-15
272,0.119,2022-08-07
860,1.4274,2022-08-09
941,0.7117,2022-08-12
919,0.1461,2022-08-22
213,0.0939,2022-08-20
898,0.4453,2022-08-02
712,0.825,2022-08-31
781,1.3125,2022-08-10
824,1.4338,2022-08-22
559,-0.4621,2022-08-05
572,0.6268,2022-08-23
113,-0.1325,2022-08-14
346,-0.4436,2022-08-28
692,0.2153,2022-08-26
478,1.0463,2022-08-13
478,1.3046,2022-08-30
953,-0.4866,2022-08-20
478,1.0792,2022-08-02
591,0.8362,2022-08-14
638,0.205,2022-08-24
233,0.1143,2022-08-02
542,-0.0603,2022-08-24
252,0.901,2022-08-08
266,1.2824,2022-08-26
466,0.3075,2022-08-02
473,-0.0751,2022-08-26
171,0.5846,2022-08-25
278,1.4046,2022-08-19
308,0.6256,2022-08-05
685,1.3687,2022-08-02
600,0.3918,2022-08-18
447,1.1698,2022-08-18
480,1.1576,2022-08-27
913,-0.3145,2022-08-09
976,-0.1022,2022-08-02
463,1.115,2022-08-03
432,-0.3452,2022-08-09
123,0.6635,2022-08-31
710,0.5561,2022-08-21
925,-0.1652,2022-08-11
164,1.4417,2022-08-08
592,1.1128,2022-08-13
532,1.0986,2022-08-03
137,1.4702,2022-08-05
303,0.1925,2022-08-07
675,0.4342,2022-08-20
581,1.0113,2022-08-09
260,1.2153,2022-08-19
141,-0.2474,2022-08-27
245,-0.2648,2022-08-31
537,0.8264,2022-08-02
984,0.7511,2022-08-05
267,0.7469,2022-08-19
657,0.3077,2022-08-29
832,-0.4479,2022-08-19
524,0.1698,2022-08-07
584,1.1494,2022-08-02
980,0.2511,2022-08-05
289,0.2172,2022-08-12
349,0.7236,2022-08-02
101,1.4163,2022-08-14
136,0.8218,2022-08-01
535,0.9641,2022-08-26
533,0.6888,2022-08-09
405,-0.3745,2022-08-20
799,1.1149,2022-08-09
616,0.2032,2022-08-06
927,0.5282,2022-08-26
710,0.9772,2022-08-31
234,-0.3088,2022-08-18
110,-0.1761,2022-08-09
473,0.4014,2022-08-07
625,0.8587,2022-08-08
916,0.0327,2022-08-07
480,-0.0044,2022-08-29
393,0.0822,2022-08-11
598,0.9859,2022-08-14
806,0.9702,2022-08-05
355,-0.3398,2022-08-11
261,-0.2875,2022-08-20
891,0.3705,2022-08-31
413,1.1438,2022-08-28
522,-0.4373,2022-08-30
302,-0.0047,2022-08-11
845,1.4073,2022-08-23
189,1.4103,2022-08-03
678,0.0324,2022-08-12
666,0.2537,2022-08-31
305,-0.4564,2022-08-06
686,0.1529,2022-08-07
261,-0.1138,2022-08-15
463,0.4387,2022-08-01
792,0.0679,2022-08-18
735,-0.2624,2022-08-22
327,1.4602,2022-08-03
736,1.4321,2022-08-30
1000,0.1288,2022-08-30
309,1.0539,2022-08-24
438,-0.2883,2022-08-13
745,0.3018,2022-08-12
483,-0.0658,2022-08-25
984,0.2599,2022-08-06
764,0.5352,2022-08-17
208,1.2792,2022-08-10
309,0.4593,2022-08-11
726,1.495,2022-08-31
212,0.4389,2022-08-05
826,0.3093,2022-08-22
977,-0.3695,2022-08-03
589,0.4485,2022-08-26
692,-0.198,2022-08-04
572,0.3179,2022-08-18
696,-0.38,2022-08-05
628,-0.0285,2022-08-12
935,1.2519,2022-08-05
246,0.1205,2022-08-31
196,0.7904,2022-08-25
249,0.2894,2022-08-06
551,-0.0991,2022-08-13
929,1.4047,2022-08-29
938,0.4264,2022-08-13
136,0.1653,2022-08-15
334,0.781,2022-08-02
933,0.7995,2022-08-29
780,-0.0137,2022-08-29
255,1.0541,2022-08-27
153,0.976,2022-08-16
458,1.309,2022-08-11
574,1.3253,2022-08-12
157,1.2821,2022-08-28
603,0.3787,2022-08-29
868,1.4941,2022-08-13
752,0.8868,2022-08-06
714,0.0814,2022-08-26
193,-0.4935,2022-08-20
510,0.2096,2022-08-01
426,-0.3138,2022-08-20
835,1.0157,2022-08-04
255,0.0185,2022-08-03
651,0.8722,2022-08-31
271,1.4266,2022-08-20
410,-0.1732,2022-08-05
903,0.5796,2022-08-11
911,1.462,2022-08-10
912,0.7103,2022-08-25
692,1.4337,2022-08-24
500,-0.0513,2022-08-08
617,0.3662,2022-08-21
959,0.9492,2022-08-23
713,0.5823,2022-08-15
569,1.2884,2022-08-23
821,-0.188,2022-08-23
445,0.1211,2022-08-28
874,-0.0509,2022-08-31
951,-0.2313,2022-08-04
826,1.1498,2022-08-21
653,1.3159,2022-08-05
591,-0.4993,2022-08-16
951,0.4082,2022-08-25
775,0.2457,2022-08-07
513,1.0834,2022-08-03
786,0.2205,2022-08-04
127,0.3943,2022-08-16
748,0.0297,2022-08-10
731,-0.0773,2022-08-11
868,0.9721,2022-08-28
966,0.4326,2022-08-03
212,0.3449,2022-08-31
984,0.841,2022-08-01
113,1.1308,2022-08-17
208,0.7964,2022-08-01
589,1.2198,2022-08-16
934,0.2966,2022-08-19
188,1.0483,2022-08-09
989,0.3447,2022-08-11
857,1.1458,2022-08-01
569,0.5163,2022-08-18
286,0.2583,2022-08-08
996,1.1124,2022-08-07
613,-0.454,2022-08-14
306,0.2758,2022-08-20
333,0.2473,2022-08-21
637,1.4265,2022-08-29
694,0.8071,2022-08-26
373,0.4066,2022-08-21
215,-0.0231,2022-08-28
865,-0.3463,2022-08-07
798,0.8289,2022-08-28
465,-0.3075,2022-08-09
677,1.0282,2022-08-21
451,0.1454,2022-08-07
515,-0.1575,2022-08-25
832,0.0768,2022-08-08
484,0.0339,2022-08-17
261,1.0632,2022-08-24
489,0.9753,2022-08-18
443,0.6357,2022-08-31
258,-0.4453,2022-08-05
